"IT_NAME","IT_NO","agreement","annotation_id","annotator","created_at","id","image_url","lead_time","query","rating","relation","updated_at"
"手持溫濕度探測器 濕度顯示器 電子溫度計 測溫 濕度感應器 手持濕度感測器 溼度測量 190-WT9065","DQBB0T-A900J0VAG",100.0,75180609,"lobsterlabannotator+7@gmail.com","2025-10-14T07:43:33.240548Z",223471876,"https://cs-d.ecimg.tw/items/DQBB0TA900J0VAG/000001_1752140714.jpg",27.196,"電腦螢幕","0","I","2025-10-14T07:43:33.240560Z"
"手持溫濕度探測器 濕度顯示器 電子溫度計 測溫 濕度感應器 手持濕度感測器 溼度測量 190-WT9065","DQBB0T-A900J0VAG",100.0,75158342,"lobsterlabannotator+1@gmail.com","2025-10-14T03:51:16.809059Z",223471876,"https://cs-d.ecimg.tw/items/DQBB0TA900J0VAG/000001_1752140714.jpg",55.014,"電腦螢幕","0","I","2025-10-14T03:51:16.809078Z"
"JVC 40型FHD LED液晶顯示器40B(J)","DPADK9-A900BV9B9",0.0,75479685,"lobsterlabannotator+11@gmail.com","2025-10-16T02:13:50.728249Z",223471877,"https://cs-d.ecimg.tw/items/DPADK9A900BV9B9/000001_1753977549.jpg",240.788,"電腦螢幕","0","I","2025-10-16T02:13:50.728265Z"
"JVC 40型FHD LED液晶顯示器40B(J)","DPADK9-A900BV9B9",0.0,75335134,"lobsterlabannotator+4@gmail.com","2025-10-15T04:59:22.620003Z",223471877,"https://cs-d.ecimg.tw/items/DPADK9A900BV9B9/000001_1753977549.jpg",10.873,"電腦螢幕","4","E","2025-10-15T04:59:22.620022Z"
"JVC 40型FHD LED液晶顯示器40B(J)","DPADK9-A900BV9B9",0.0,75181027,"lobsterlabannotator+7@gmail.com","2025-10-14T07:45:06.479238Z",223471877,"https://cs-d.ecimg.tw/items/DPADK9A900BV9B9/000001_1753977549.jpg",91.565,"電腦螢幕","2","S","2025-10-14T07:45:06.479251Z"
"JVC 40型FHD LED液晶顯示器40B(J)","DPADK9-A900BV9B9",0.0,75158388,"lobsterlabannotator+1@gmail.com","2025-10-14T03:52:12.706909Z",223471877,"https://cs-d.ecimg.tw/items/DPADK9A900BV9B9/000001_1753977549.jpg",54.133,"電腦螢幕","1","S","2025-10-14T03:52:12.706922Z"
"HyRead OLED有機發光二極體顯示器技術(電子書)","DJBR28-D900IOSJ1",33.33333333333333,75479696,"lobsterlabannotator+11@gmail.com","2025-10-16T02:14:11.325435Z",223471878,"https://cs-d.ecimg.tw/items/DJBR28D900IOSJ1/000001_1745896821.jpg",18.757,"電腦螢幕","0","I","2025-10-16T02:14:11.325450Z"
"HyRead OLED有機發光二極體顯示器技術(電子書)","DJBR28-D900IOSJ1",33.33333333333333,75335159,"lobsterlabannotator+4@gmail.com","2025-10-15T04:59:46.944533Z",223471878,"https://cs-d.ecimg.tw/items/DJBR28D900IOSJ1/000001_1745896821.jpg",22.228,"電腦螢幕","1","C","2025-10-15T04:59:46.944545Z"
"HyRead OLED有機發光二極體顯示器技術(電子書)","DJBR28-D900IOSJ1",33.33333333333333,75181220,"lobsterlabannotator+7@gmail.com","2025-10-14T07:45:59.225422Z",223471878,"https://cs-d.ecimg.tw/items/DJBR28D900IOSJ1/000001_1745896821.jpg",51.02,"電腦螢幕","1","I","2025-10-14T07:45:59.225435Z"
"HyRead OLED有機發光二極體顯示器技術(電子書)","DJBR28-D900IOSJ1",33.33333333333333,75158401,"lobsterlabannotator+1@gmail.com","2025-10-14T03:52:25.438233Z",223471878,"https://cs-d.ecimg.tw/items/DJBR28D900IOSJ1/000001_1745896821.jpg",10.881,"電腦螢幕","0","I","2025-10-14T03:52:25.438244Z"
"Samsung 三星 4K UHD 32吋高解析度平面顯示器 S32D806UACXZW 公司貨","DSBC1Z-A900IF4Z8",50.0,75479722,"lobsterlabannotator+11@gmail.com","2025-10-16T02:14:48.763855Z",223471879,"https://cs-d.ecimg.tw/items/DSBC1ZA900IF4Z8/000001_1748861019.jpg",35.574,"電腦螢幕","0","I","2025-10-16T02:14:48.763867Z"
"Samsung 三星 4K UHD 32吋高解析度平面顯示器 S32D806UACXZW 公司貨","DSBC1Z-A900IF4Z8",50.0,75335173,"lobsterlabannotator+4@gmail.com","2025-10-15T05:00:05.683908Z",223471879,"https://cs-d.ecimg.tw/items/DSBC1ZA900IF4Z8/000001_1748861019.jpg",16.858,"電腦螢幕","4","E","2025-10-15T05:00:05.683920Z"
"Samsung 三星 4K UHD 32吋高解析度平面顯示器 S32D806UACXZW 公司貨","DSBC1Z-A900IF4Z8",50.0,75181306,"lobsterlabannotator+7@gmail.com","2025-10-14T07:46:23.355395Z",223471879,"https://cs-d.ecimg.tw/items/DSBC1ZA900IF4Z8/000001_1748861019.jpg",22.106,"電腦螢幕","4","E","2025-10-14T07:46:23.355407Z"
"Samsung 三星 4K UHD 32吋高解析度平面顯示器 S32D806UACXZW 公司貨","DSBC1Z-A900IF4Z8",50.0,75158412,"lobsterlabannotator+1@gmail.com","2025-10-14T03:52:41.105497Z",223471879,"https://cs-d.ecimg.tw/items/DSBC1ZA900IF4Z8/000001_1748861019.jpg",13.984,"電腦螢幕","4","E","2025-10-14T03:52:41.105510Z"
"AKEEYO	【AIO5 Play For BMW】智能騎乘顯示器 BMW 專用","DEAVF1-A900IX8LF",16.666666666666664,75479761,"lobsterlabannotator+11@gmail.com","2025-10-16T02:15:07.169597Z",223471880,"https://cs-d.ecimg.tw/items/DEAVF1A900IX8LF/000001_1749610028.jpg",16.516,"電腦螢幕","0","I","2025-10-16T02:15:07.169615Z"
"AKEEYO	【AIO5 Play For BMW】智能騎乘顯示器 BMW 專用","DEAVF1-A900IX8LF",16.666666666666664,75335212,"lobsterlabannotator+4@gmail.com","2025-10-15T05:00:35.649109Z",223471880,"https://cs-d.ecimg.tw/items/DEAVF1A900IX8LF/000001_1749610028.jpg",28.086,"電腦螢幕","1","S","2025-10-15T05:00:35.649123Z"
"AKEEYO	【AIO5 Play For BMW】智能騎乘顯示器 BMW 專用","DEAVF1-A900IX8LF",16.666666666666664,75181644,"lobsterlabannotator+7@gmail.com","2025-10-14T07:48:04.232769Z",223471880,"https://cs-d.ecimg.tw/items/DEAVF1A900IX8LF/000001_1749610028.jpg",99.256,"電腦螢幕","2","S","2025-10-14T07:48:04.232781Z"
"AKEEYO	【AIO5 Play For BMW】智能騎乘顯示器 BMW 專用","DEAVF1-A900IX8LF",16.666666666666664,75158421,"lobsterlabannotator+1@gmail.com","2025-10-14T03:52:49.325725Z",223471880,"https://cs-d.ecimg.tw/items/DEAVF1A900IX8LF/000001_1749610028.jpg",6.549,"電腦螢幕","0","I","2025-10-14T03:52:49.325740Z"
"CHICHIAU 奇巧 高效能音源放大器(含音源強度顯示器)/隔牆監聽器","DGCI6C-A900J2F9P",100.0,75479777,"lobsterlabannotator+11@gmail.com","2025-10-16T02:15:33.794724Z",223471881,"https://cs-d.ecimg.tw/items/DGCI6CA900J2F9P/000001_1753429313.jpg",24.681,"電腦螢幕","0","I","2025-10-16T02:15:33.794736Z"
"CHICHIAU 奇巧 高效能音源放大器(含音源強度顯示器)/隔牆監聽器","DGCI6C-A900J2F9P",100.0,75335226,"lobsterlabannotator+4@gmail.com","2025-10-15T05:00:52.462660Z",223471881,"https://cs-d.ecimg.tw/items/DGCI6CA900J2F9P/000001_1753429313.jpg",14.773,"電腦螢幕","0","I","2025-10-15T05:00:52.462673Z"
"CHICHIAU 奇巧 高效能音源放大器(含音源強度顯示器)/隔牆監聽器","DGCI6C-A900J2F9P",100.0,75181749,"lobsterlabannotator+7@gmail.com","2025-10-14T07:48:36.962496Z",223471881,"https://cs-d.ecimg.tw/items/DGCI6CA900J2F9P/000001_1753429313.jpg",30.98,"電腦螢幕","0","I","2025-10-14T07:48:36.962512Z"
"CHICHIAU 奇巧 高效能音源放大器(含音源強度顯示器)/隔牆監聽器","DGCI6C-A900J2F9P",100.0,75158428,"lobsterlabannotator+1@gmail.com","2025-10-14T03:52:59.770436Z",223471881,"https://cs-d.ecimg.tw/items/DGCI6CA900J2F9P/000001_1753429313.jpg",8.706,"電腦螢幕","0","I","2025-10-14T03:52:59.770448Z"
"昌運監視器 VP-18 8Port 電腦螢幕分配器 VGA/SVGA/XGA/UXGA/Multisync","DQBS4V-A900IIFCP",50.0,75479799,"lobsterlabannotator+11@gmail.com","2025-10-16T02:16:24.224718Z",223471882,"https://cs-d.ecimg.tw/items/DQBS4VA900IIFCP/000001_1743388660.jpg",47.54,"電腦螢幕","2","C","2025-10-16T02:16:24.224731Z"
"昌運監視器 VP-18 8Port 電腦螢幕分配器 VGA/SVGA/XGA/UXGA/Multisync","DQBS4V-A900IIFCP",50.0,75335247,"lobsterlabannotator+4@gmail.com","2025-10-15T05:01:12.170212Z",223471882,"https://cs-d.ecimg.tw/items/DQBS4VA900IIFCP/000001_1743388660.jpg",17.813,"電腦螢幕","2","C","2025-10-15T05:01:12.170224Z"
"昌運監視器 VP-18 8Port 電腦螢幕分配器 VGA/SVGA/XGA/UXGA/Multisync","DQBS4V-A900IIFCP",50.0,75181839,"lobsterlabannotator+7@gmail.com","2025-10-14T07:49:06.519810Z",223471882,"https://cs-d.ecimg.tw/items/DQBS4VA900IIFCP/000001_1743388660.jpg",27.887,"電腦螢幕","2","C","2025-10-14T07:49:06.519822Z"
"昌運監視器 VP-18 8Port 電腦螢幕分配器 VGA/SVGA/XGA/UXGA/Multisync","DQBS4V-A900IIFCP",50.0,75158434,"lobsterlabannotator+1@gmail.com","2025-10-14T03:53:08.243340Z",223471882,"https://cs-d.ecimg.tw/items/DQBS4VA900IIFCP/000001_1743388660.jpg",6.734,"電腦螢幕","0","I","2025-10-14T03:53:08.243359Z"
"TCL 50吋 4K Google TV monitor 智慧連網液晶顯示器-基本安裝(50P755)","DPADT3-A900IIXTD",50.0,75479805,"lobsterlabannotator+11@gmail.com","2025-10-16T02:16:44.893006Z",223471883,"https://cs-d.ecimg.tw/items/DPADT3A900IIXTD/000001_1755271781.jpg",18.681,"電腦螢幕","0","I","2025-10-16T02:16:44.893019Z"
"TCL 50吋 4K Google TV monitor 智慧連網液晶顯示器-基本安裝(50P755)","DPADT3-A900IIXTD",50.0,75335267,"lobsterlabannotator+4@gmail.com","2025-10-15T05:01:36.188524Z",223471883,"https://cs-d.ecimg.tw/items/DPADT3A900IIXTD/000001_1755271781.jpg",21.532,"電腦螢幕","2","S","2025-10-15T05:01:36.188537Z"
"TCL 50吋 4K Google TV monitor 智慧連網液晶顯示器-基本安裝(50P755)","DPADT3-A900IIXTD",50.0,75181928,"lobsterlabannotator+7@gmail.com","2025-10-14T07:49:36.903008Z",223471883,"https://cs-d.ecimg.tw/items/DPADT3A900IIXTD/000001_1755271781.jpg",28.732,"電腦螢幕","2","S","2025-10-14T07:49:36.903020Z"
"TCL 50吋 4K Google TV monitor 智慧連網液晶顯示器-基本安裝(50P755)","DPADT3-A900IIXTD",50.0,75158455,"lobsterlabannotator+1@gmail.com","2025-10-14T03:53:28.898636Z",223471883,"https://cs-d.ecimg.tw/items/DPADT3A900IIXTD/000001_1755271781.jpg",18.904,"電腦螢幕","2","C","2025-10-14T03:53:28.898647Z"
"Apple 蘋果 iPhone 16 Plus (128G)","DYAJLZ-1900HSPR9",50.0,75479811,"lobsterlabannotator+11@gmail.com","2025-10-16T02:17:00.882365Z",223471884,"https://cs-d.ecimg.tw/items/DYAJLZ1900HSPR9/000001_1754618542.jpg",14.111,"iphone 16","4","E","2025-10-16T02:17:00.882378Z"
"Apple 蘋果 iPhone 16 Plus (128G)","DYAJLZ-1900HSPR9",50.0,75335296,"lobsterlabannotator+4@gmail.com","2025-10-15T05:01:53.797086Z",223471884,"https://cs-d.ecimg.tw/items/DYAJLZ1900HSPR9/000001_1754618542.jpg",15.438,"iphone 16","4","E","2025-10-15T05:01:53.797098Z"
"Apple 蘋果 iPhone 16 Plus (128G)","DYAJLZ-1900HSPR9",50.0,75181960,"lobsterlabannotator+7@gmail.com","2025-10-14T07:49:47.329518Z",223471884,"https://cs-d.ecimg.tw/items/DYAJLZ1900HSPR9/000001_1754618542.jpg",8.771,"iphone 16","4","S","2025-10-14T07:49:47.329540Z"
"Apple 蘋果 iPhone 16 Plus (128G)","DYAJLZ-1900HSPR9",50.0,75158463,"lobsterlabannotator+1@gmail.com","2025-10-14T03:53:39.319330Z",223471884,"https://cs-d.ecimg.tw/items/DYAJLZ1900HSPR9/000001_1754618542.jpg",8.609,"iphone 16","3","E","2025-10-14T03:53:39.319342Z"
"Apple 蘋果 iPhone 16e (256G)","DYAJ81-1900IDJHY",33.33333333333333,75479823,"lobsterlabannotator+11@gmail.com","2025-10-16T02:17:17.127494Z",223471885,"https://cs-d.ecimg.tw/items/DYAJ811900IDJHY/000001_1747723845.jpg",66.203,"iphone 16","3","S","2025-10-16T02:19:26.834894Z"
"Apple 蘋果 iPhone 16e (256G)","DYAJ81-1900IDJHY",33.33333333333333,75335310,"lobsterlabannotator+4@gmail.com","2025-10-15T05:02:07.090235Z",223471885,"https://cs-d.ecimg.tw/items/DYAJ811900IDJHY/000001_1747723845.jpg",11.392,"iphone 16","4","E","2025-10-15T05:02:07.090256Z"
"Apple 蘋果 iPhone 16e (256G)","DYAJ81-1900IDJHY",33.33333333333333,75182002,"lobsterlabannotator+7@gmail.com","2025-10-14T07:49:59.599063Z",223471885,"https://cs-d.ecimg.tw/items/DYAJ811900IDJHY/000001_1747723845.jpg",10.753,"iphone 16","4","E","2025-10-14T07:49:59.599078Z"
"Apple 蘋果 iPhone 16e (256G)","DYAJ81-1900IDJHY",33.33333333333333,75158471,"lobsterlabannotator+1@gmail.com","2025-10-14T03:53:52.028016Z",223471885,"https://cs-d.ecimg.tw/items/DYAJ811900IDJHY/000001_1747723845.jpg",10.869,"iphone 16","3","E","2025-10-14T03:53:52.028030Z"
"Sily Type-C 35W單孔GaN氮化鎵快充頭 PD快充器 充電頭/豆腐頭/旅充頭 支援iPhone 16/筆電/耳機 禮物 送禮","DCAD6E-A900H15NG",100.0,75479834,"lobsterlabannotator+11@gmail.com","2025-10-16T02:17:40.075480Z",223471886,"https://cs-d.ecimg.tw/items/DCAD6EA900H15NG/000001_1713498960.jpg",21.17,"iphone 16","1","C","2025-10-16T02:17:40.075493Z"
"Sily Type-C 35W單孔GaN氮化鎵快充頭 PD快充器 充電頭/豆腐頭/旅充頭 支援iPhone 16/筆電/耳機 禮物 送禮","DCAD6E-A900H15NG",100.0,75335339,"lobsterlabannotator+4@gmail.com","2025-10-15T05:02:21.904636Z",223471886,"https://cs-d.ecimg.tw/items/DCAD6EA900H15NG/000001_1713498960.jpg",12.534,"iphone 16","1","C","2025-10-15T05:02:21.904649Z"
"Sily Type-C 35W單孔GaN氮化鎵快充頭 PD快充器 充電頭/豆腐頭/旅充頭 支援iPhone 16/筆電/耳機 禮物 送禮","DCAD6E-A900H15NG",100.0,75182090,"lobsterlabannotator+7@gmail.com","2025-10-14T07:50:27.612932Z",223471886,"https://cs-d.ecimg.tw/items/DCAD6EA900H15NG/000001_1713498960.jpg",26.506,"iphone 16","1","C","2025-10-14T07:50:27.612948Z"
"Sily Type-C 35W單孔GaN氮化鎵快充頭 PD快充器 充電頭/豆腐頭/旅充頭 支援iPhone 16/筆電/耳機 禮物 送禮","DCAD6E-A900H15NG",100.0,75158476,"lobsterlabannotator+1@gmail.com","2025-10-14T03:54:01.640076Z",223471886,"https://cs-d.ecimg.tw/items/DCAD6EA900H15NG/000001_1713498960.jpg",7.903,"iphone 16","1","C","2025-10-14T03:54:01.640089Z"
"JJC 磁吸式Magsafe蘋果Apple手機iPhone 16/15/14濾鏡轉接環支架CPL偏光鏡組MFS-CPLK(口徑67mm;附冷靴座)","DGBH6I-A900IGUI6",50.0,75479885,"lobsterlabannotator+11@gmail.com","2025-10-16T02:20:15.854638Z",223471887,"https://cs-d.ecimg.tw/items/DGBH6IA900IGUI6/000001_1742196402.jpg",63.337,"iphone 16","2","C","2025-10-16T02:20:15.854651Z"
"JJC 磁吸式Magsafe蘋果Apple手機iPhone 16/15/14濾鏡轉接環支架CPL偏光鏡組MFS-CPLK(口徑67mm;附冷靴座)","DGBH6I-A900IGUI6",50.0,75335374,"lobsterlabannotator+4@gmail.com","2025-10-15T05:02:44.987249Z",223471887,"https://cs-d.ecimg.tw/items/DGBH6IA900IGUI6/000001_1742196402.jpg",20.895,"iphone 16","1","C","2025-10-15T05:02:44.987263Z"
"JJC 磁吸式Magsafe蘋果Apple手機iPhone 16/15/14濾鏡轉接環支架CPL偏光鏡組MFS-CPLK(口徑67mm;附冷靴座)","DGBH6I-A900IGUI6",50.0,75182186,"lobsterlabannotator+7@gmail.com","2025-10-14T07:50:53.772221Z",223471887,"https://cs-d.ecimg.tw/items/DGBH6IA900IGUI6/000001_1742196402.jpg",24.469,"iphone 16","1","C","2025-10-14T07:50:53.772232Z"
"JJC 磁吸式Magsafe蘋果Apple手機iPhone 16/15/14濾鏡轉接環支架CPL偏光鏡組MFS-CPLK(口徑67mm;附冷靴座)","DGBH6I-A900IGUI6",50.0,75158484,"lobsterlabannotator+1@gmail.com","2025-10-14T03:54:12.252963Z",223471887,"https://cs-d.ecimg.tw/items/DGBH6IA900IGUI6/000001_1742196402.jpg",8.998,"iphone 16","1","I","2025-10-14T03:54:12.252978Z"
"ADATA 威剛 USB-A 3.2 Gen 1 to TYPE-C 充電傳輸線 銀色100cm(支援iPhone16/15)","DYAP8T-A900HI69V",100.0,75479900,"lobsterlabannotator+11@gmail.com","2025-10-16T02:20:47.613046Z",223471888,"https://cs-d.ecimg.tw/items/DYAP8TA900HI69V/000001_1716457530.jpg",29.877,"iphone 16","1","C","2025-10-16T02:20:47.613059Z"
"ADATA 威剛 USB-A 3.2 Gen 1 to TYPE-C 充電傳輸線 銀色100cm(支援iPhone16/15)","DYAP8T-A900HI69V",100.0,75335396,"lobsterlabannotator+4@gmail.com","2025-10-15T05:02:58.902921Z",223471888,"https://cs-d.ecimg.tw/items/DYAP8TA900HI69V/000001_1716457530.jpg",12.127,"iphone 16","1","C","2025-10-15T05:02:58.902937Z"
"ADATA 威剛 USB-A 3.2 Gen 1 to TYPE-C 充電傳輸線 銀色100cm(支援iPhone16/15)","DYAP8T-A900HI69V",100.0,75182259,"lobsterlabannotator+7@gmail.com","2025-10-14T07:51:14.554863Z",223471888,"https://cs-d.ecimg.tw/items/DYAP8TA900HI69V/000001_1716457530.jpg",18.992,"iphone 16","1","C","2025-10-14T07:51:14.554875Z"
"ADATA 威剛 USB-A 3.2 Gen 1 to TYPE-C 充電傳輸線 銀色100cm(支援iPhone16/15)","DYAP8T-A900HI69V",100.0,75158494,"lobsterlabannotator+1@gmail.com","2025-10-14T03:54:26.183258Z",223471888,"https://cs-d.ecimg.tw/items/DYAP8TA900HI69V/000001_1716457530.jpg",12.251,"iphone 16","1","C","2025-10-14T03:54:26.183274Z"
"for iPhone16 Pro 6.3 豔星複合無痕磁吸版透明軍規保護殼","DSBC29-A900HSOPK",50.0,75479906,"lobsterlabannotator+11@gmail.com","2025-10-16T02:21:16.780067Z",223471889,"https://cs-d.ecimg.tw/items/DSBC29A900HSOPK/000001_1725953853.jpg",27.314,"iphone 16","2","C","2025-10-16T02:21:16.780079Z"
"for iPhone16 Pro 6.3 豔星複合無痕磁吸版透明軍規保護殼","DSBC29-A900HSOPK",50.0,75335403,"lobsterlabannotator+4@gmail.com","2025-10-15T05:03:08.393251Z",223471889,"https://cs-d.ecimg.tw/items/DSBC29A900HSOPK/000001_1725953853.jpg",7.881,"iphone 16","1","C","2025-10-15T05:03:08.393264Z"
"for iPhone16 Pro 6.3 豔星複合無痕磁吸版透明軍規保護殼","DSBC29-A900HSOPK",50.0,75182452,"lobsterlabannotator+7@gmail.com","2025-10-14T07:52:09.347592Z",223471889,"https://cs-d.ecimg.tw/items/DSBC29A900HSOPK/000001_1725953853.jpg",53.049,"iphone 16","2","C","2025-10-14T07:52:09.347609Z"
"for iPhone16 Pro 6.3 豔星複合無痕磁吸版透明軍規保護殼","DSBC29-A900HSOPK",50.0,75158528,"lobsterlabannotator+1@gmail.com","2025-10-14T03:55:25.894279Z",223471889,"https://cs-d.ecimg.tw/items/DSBC29A900HSOPK/000001_1725953853.jpg",57.899,"iphone 16","2","I","2025-10-14T03:55:25.894292Z"
"ZA 喆安 Type-C轉HDMI 4K投影螢幕線 支援USB Type-C to HDMI投影 適用iPhone16 15/MacBook/iPad/手機/平板/筆電","DCADJ5-A900IHWEU",100.0,75479914,"lobsterlabannotator+11@gmail.com","2025-10-16T02:21:43.539107Z",223471890,"https://cs-d.ecimg.tw/items/DCADJ5A900IHWEU/000001_1749716332.jpg",25.054,"iphone 16","1","C","2025-10-16T02:21:43.539120Z"
"ZA 喆安 Type-C轉HDMI 4K投影螢幕線 支援USB Type-C to HDMI投影 適用iPhone16 15/MacBook/iPad/手機/平板/筆電","DCADJ5-A900IHWEU",100.0,75335422,"lobsterlabannotator+4@gmail.com","2025-10-15T05:03:25.901270Z",223471890,"https://cs-d.ecimg.tw/items/DCADJ5A900IHWEU/000001_1749716332.jpg",15.845,"iphone 16","1","C","2025-10-15T05:03:25.901283Z"
"ZA 喆安 Type-C轉HDMI 4K投影螢幕線 支援USB Type-C to HDMI投影 適用iPhone16 15/MacBook/iPad/手機/平板/筆電","DCADJ5-A900IHWEU",100.0,75182566,"lobsterlabannotator+7@gmail.com","2025-10-14T07:52:45.267149Z",223471890,"https://cs-d.ecimg.tw/items/DCADJ5A900IHWEU/000001_1749716332.jpg",34.194,"iphone 16","1","C","2025-10-14T07:52:45.267162Z"
"ZA 喆安 Type-C轉HDMI 4K投影螢幕線 支援USB Type-C to HDMI投影 適用iPhone16 15/MacBook/iPad/手機/平板/筆電","DCADJ5-A900IHWEU",100.0,75158537,"lobsterlabannotator+1@gmail.com","2025-10-14T03:55:39.150071Z",223471890,"https://cs-d.ecimg.tw/items/DCADJ5A900IHWEU/000001_1749716332.jpg",11.167,"iphone 16","1","I","2025-10-14T03:55:39.150084Z"
"Sily Type-C二合一3.5mm耳機轉接頭 AUX音頻轉接線 PD3.0 60W快充線 支援iphone 16/電腦/手機/音響/平板/耳機","DYBA2U-A900HJR1T",100.0,75479922,"lobsterlabannotator+11@gmail.com","2025-10-16T02:22:02.683661Z",223471891,"https://cs-d.ecimg.tw/items/DYBA2UA900HJR1T/000001_1718351382.jpg",17.184,"iphone 16","1","C","2025-10-16T02:22:02.683679Z"
"Sily Type-C二合一3.5mm耳機轉接頭 AUX音頻轉接線 PD3.0 60W快充線 支援iphone 16/電腦/手機/音響/平板/耳機","DYBA2U-A900HJR1T",100.0,75335443,"lobsterlabannotator+4@gmail.com","2025-10-15T05:03:40.913527Z",223471891,"https://cs-d.ecimg.tw/items/DYBA2UA900HJR1T/000001_1718351382.jpg",13.252,"iphone 16","1","C","2025-10-15T05:03:40.913539Z"
"Sily Type-C二合一3.5mm耳機轉接頭 AUX音頻轉接線 PD3.0 60W快充線 支援iphone 16/電腦/手機/音響/平板/耳機","DYBA2U-A900HJR1T",100.0,75182595,"lobsterlabannotator+7@gmail.com","2025-10-14T07:52:53.692257Z",223471891,"https://cs-d.ecimg.tw/items/DYBA2UA900HJR1T/000001_1718351382.jpg",6.933,"iphone 16","1","C","2025-10-14T07:52:53.692278Z"
